编号,正面情绪,文本
404,0.44757496667959995,//@杭州发布: 【今年第17号台风“鲇鱼”生成 将影响台闽粤】#关注#今年第17号台风“鲇鱼”今天上午在西北太平洋洋面生成，预计将以20km/h左右向西偏北移动，最强可达强台风级（45-50m/s，14-15级）；将于27日前后登陆或擦过台湾南部，28日前后向闽粤沿海靠近。
405,0.5,[喵喵]国庆节泡水里
406,0.5,回复@bonezl:[耶]
407,0.5,有用
408,0.4737150425347657,健康知识有必要！//@淳安发布: 转发微博
409,0.4737150425347657,//@临安发布: 8种食品界的“催老剂”，餐桌上请谨记！
410,0.5,8种食品界的“催老剂”，餐桌上请谨记！
411,0.5,8种食品界的“催老剂”，餐桌上请谨记！
412,0.5,转发微博
413,0.5,8种食品界的“催老剂”，餐桌上请谨记！
414,0.5,8种食品界的“催老剂”，餐桌上请谨记！
415,0.5,【8种食品界的“催老剂”，餐桌上请谨记！】
416,0.5,8种食品界的“催老剂”，餐桌上请谨记！
417,0.5,转发微博
418,0.5,不管他的作品本身是否够优秀。他这种对生活的热爱与积极的人生态度令人动容！
419,0.5,建德有位牛人竟然在自家小院造了一个动物乐园[xkl转圈]
420,0.5,建德有位牛人竟然在自家小院造了一个动物乐园
421,0.5,回复@阿_小乐:可以参观的
422,0.5,[good][good]
423,0.5,【建德有位牛人竟然在自家小院造了一个动物乐园[xkl转圈]】
424,0.5,这家真大[doge]
425,0.5,他们家院子真大
426,0.5,转发微博
427,0.5,建德有位牛人竟然在自家小院造了一个动物乐园[xkl转圈]
428,0.5,高手在民间[doge]
429,0.5,【建德有位牛人竟然在自家小院造了一个动物乐园[xkl转圈]】
430,0.5,曝光然后被当违建拆除
431,0.5,这一曝光熊孩子一去就全毁了
432,0.5,建德有位牛人竟然在自家小院造了一个动物乐园[xkl转圈][围观][围观]
433,0.4737150425347657,//@拱墅发布: 杭州文博会来啦！
434,0.4737150425347657,//@临安发布: 杭州文博会来啦！
435,0.5,杭州文博会来啦！
436,0.5,杭州文博会来啦！
437,0.5,杭州文博会来啦
438,0.4737150425347657,//@临安发布: 杭州文博会来啦！
439,0.5,杭州文博会来啦！
440,0.4737150425347657,#文化杭州# 杭州文博会来啦！
441,0.5,杭州文博会来啦！
442,0.5,第十届了，milestone~
443,0.5,杭州文博会来啦！
444,0.4737150425347657,//@西湖发布: 杭州文博会来啦！
445,0.5,转发微博
446,0.4737150425347657,[ok]//@拱墅发布: 杭州文博会来啦！
447,0.5,杭州文博会来啦！
448,0.5,杭州文博会来啦[鼓掌]
449,0.5,转发微博
450,0.5,杭州文博会来啦[鼓掌]
451,0.5,杭州文博会来啦！[鼓掌]
452,0.5,杭州文博会来啦！
453,0.5,杭州文博会来啦
454,0.5,杭州文博会来啦！
455,0.4737150425347657,@文博Ring 文博会来了
456,0.5,【杭州文博会来啦！】
457,0.5,杭州文博会来啦
458,0.5,第十届杭州文化创意产业博览会将于10月下旬举行。
459,0.5,杭州公交部分线路调整走向
460,0.5,注意！杭州公交部分线路调整走向
461,0.5,杭州公交部分线路调整走向
462,0.5,转发微博
463,0.5,注意！杭州公交部分线路调整走向[话筒]
464,0.4737150425347657,//@平安杭州: 【注意！杭州公交部分线路调整走向[话筒]】
465,0.5,[话筒]江干#微提醒#[话筒]因钱潮路之江路口交通组织调整，9月26日起，84路调整为市民中心北大门始发，循原线至之江路，经钱潮路后再循原线至焦家村公交中心站。恢复之江路钱潮路口、钱潮路之江路口2个单向停靠站。焦家村公交中心站至市民中心北大门方向不变↓↓↓
466,0.5,杭州公交部分线路调整走向
467,0.5,转需
468,0.5,【注意！杭州公交部分线路调整走向[话筒]】
469,0.5,转发微博
470,0.5,注意！杭州公交部分线路调整走向
471,0.4737150425347657,//@拱墅发布: 上城区玉皇山南基金小镇启动4A景区创建工作
472,0.4737150425347657,//@上城发布: [good]
473,0.4737150425347657,//@临安发布: 上城区玉皇山南基金小镇启动4A景区创建工作
474,0.5,上城区玉皇山南基金小镇启动4A景区创建工作
475,0.4737150425347657,//@上城发布: [good]
476,0.4737150425347657,//@临安发布: 上城区玉皇山南基金小镇启动4A景区创建工作
477,0.5,上城区玉皇山南基金小镇启动4A景区创建工作
478,0.4737150425347657,//@上城发布: [good]
479,0.5,回复@燃烧ing的PP:可以去走走[爱你]
480,0.5,上城区玉皇山南基金小镇启动4A景区创建工作
481,0.5,上城区玉皇山南基金小镇启动4A景区创建工作
482,0.5,转发微博
483,0.4737150425347657,//@上城发布: [good]
484,0.4737150425347657,[good]//@拱墅发布: 上城区玉皇山南基金小镇启动4A景区创建工作
485,0.4737150425347657,[good]//@上城发布: [good]
486,0.5,上城区玉皇山南基金小镇启动4A景区创建工作
487,0.5,上城区玉皇山南基金小镇启动4A景区创建工作
488,0.5,基金小镇资管规模已逾5000亿元，相信通过做好生态环境建设，可显著提升该区域对特色金融产业的吸引力。
489,0.5,[good]
490,0.4737150425347657,#爱地铁 微分享#【上城区玉皇山南基金小镇启动4A景区创建工作】
491,0.4737150425347657,真美 http://t.cn/RcYF92x
492,0.5,真美啊~
493,0.5,泰顺骗子赵建寰（张一凡）潜入sscc超跑俱乐部、温州富二代圈子、利用微博、上车、奢圈等软件的十年诈骗历史。认识请联系！提供线索！
494,0.5,【上城区玉皇山南基金小镇启动4A景区创建工作】
495,0.5,回复@LAIJIUJIUY:……………
496,0.5,@Asion克逊尔
497,0.5,回复@丁飞菲-绝情殿上的桃花精:早安！
498,0.5,早安！
499,0.4737150425347657,这个是低劲面粉 还是小麦粉！
500,0.5,回复@乖乖小猫咪儿:那就试着做做吧[嘻嘻]
501,0.5,红枣鸡蛋糕[耶]
502,0.5,钱塘江边的日出
503,0.44757496667959995,美！钱塘江边的日出，你见过吗？ //@富阳发布: 美！钱塘江边的日出，你见过吗？
504,0.5,美！钱塘江边的日出，你见过吗？
505,0.5,美！钱塘江边的日出，你见过吗？
506,0.4737150425347657,美极了//@富阳发布: 美！钱塘江边的日出，你见过吗？
507,0.4737150425347657,一起去见见呗//@富阳发布: 美！钱塘江边的日出，你见过吗？
508,0.5,现在只剩下霾了
509,0.5,回复@叮叮-LT:[good][good][good]
510,0.5,美！钱塘江边的日出，你见过吗？
511,0.4737150425347657,美//@西湖发布: 美！钱塘江边的日出，你见过吗？
512,0.4737150425347657,@杭州发布 这是9月2日带儿子在钱塘江边跑步拍的！
513,0.5,回复@ARS_留白:真的好美呀~叫上小伙伴，一起去看看吧~
514,0.5,美！钱塘江边的日出，你见过吗？[围观]
515,0.42172147722901665,[微笑]@建德发布 @杭州发布 //@建德发布: 西溪国际艺术节来啦！
516,0.5,西溪国际艺术节来啦！
517,0.5,西溪国际艺术节
518,0.5,回复@inlandrivers:[鼓掌][鼓掌]
519,0.5,西溪国际艺术节来啦！
520,0.5,去年看了大部分演出，今年继续看。
521,0.5,@无线风筝07
522,0.5,怎么参加呐？
523,0.5,西溪国际艺术节来啦！
524,0.5,这就是传说中的彼岸花。
525,0.5,彼岸花，看完寻龙诀更带感
526,0.5,今天多云延续[浮云]
527,0.5,【你好好照顾它了吗？[心]】#健康养生#熬夜缺觉、爱发脾气、懒得运动……这些行为，都很“伤心”！心脏不适会发来哪些“求救信号”？怎样才能养心护心？今天，世界心脏日，为你的“心”，转发收藏！
528,0.4737150425347657,//@杭州发布: 【你好好照顾它了吗？[心]】#健康养生#熬夜缺觉、爱发脾气、懒得运动……这些行为，都很“伤心”！心脏不适会发来哪些“求救信号”？怎样才能养心护心？今天，世界心脏日，为你的“心”，转发收藏！
529,0.4737150425347657,//@杭州城投发布: 国庆假期去哪里，这几个景点收好！
530,0.5,国庆假期去哪里，这几个景点收好！
531,0.44757496667959995,国庆出游 放松心情 嗨起来
532,0.4737150425347657,#爱地铁 微分享#【国庆假期去哪里，这几个景点收好！】
533,0.5,国庆假期去哪里，这几个景点收好！
534,0.44757496667959995,国庆假期去哪里，这几个景点收好！ //@富阳发布: 国庆假期去哪里，这几个景点收好！
535,0.5,国庆假期去哪里，这几个景点收好！
536,0.5,@Garsen_xxxx
537,0.5,国庆放假去哪儿？景点收好不谢～
538,0.5,现在普通周末都挤得黄金周似得。。。太可怕
539,0.4737150425347657,#新闻速递#//@余杭发布: 想想就要国庆了呢~又能放假啦，好激动~[nono开心][nono开心]
540,0.4737150425347657,要放假了！要放假了！要放假了！重要的事情说三遍！//@余杭发布: 想想就要国庆了呢~又能放假啦，好激动~[nono开心][nono开心]
541,0.5,国庆假期去哪里，这几个景点收好！
542,0.5,不要去看人山人海
543,0.4737150425347657,//@杭州城投发布: 最美在秋天~~~
544,0.5,最美在秋天~~~
545,0.44757496667959995,最美在秋天 //@富阳发布: 最美在秋天
546,0.4737150425347657,爱在秋天！//@富阳发布: 最美在秋天
547,0.5,#美丽杭州#秋天的杭州，桂花香满城，走到哪儿都能发现美！最美在杭州，最忆是杭州！
548,0.5,回复@杭州发布:下次休息去植物园兜一圈～
549,0.5,回复@花落随溪Destiny:小布也喜欢，美美美[鼓掌]
550,0.5,最爱杭州的秋天～
551,0.5,么么哒[爱你]
552,0.4737150425347657,//@杭州城投发布: 淳安加力打造乡村旅游“升级版”~
553,0.5,淳安加力打造乡村旅游“升级版”~
554,0.44757496667959995,淳安加力打造乡村旅游“升级版” //@富阳发布: 淳安加力打造乡村旅游“升级版”
555,0.5,淳安加力打造乡村旅游“升级版”
556,0.5,淳安加力打造乡村旅游“升级版”
557,0.5,@Tanya-O_o
558,0.5,淳安加力打造乡村旅游“升级版”[嘻嘻]
559,0.5,可以，我考虑下要不要回家种地😂[哈哈]
560,0.5,感觉对杭州没多大影响啊，倒是福建那里感觉又危险[思考][思考][思考]
561,0.5,台风“鲇鱼”下周登陆[钟]
562,0.5,会不会又忽悠人
563,0.4737150425347657,//@杭州城投发布: 这个夏天，你错过的西湖荷花就在这里~
564,0.5,这个夏天，你错过的西湖荷花就在这里~
565,0.5,太美啦～
566,0.5,赏。晚安。
567,0.5,回复@杭州发布:[可爱]
568,0.5,回复@摄影师LEEHOM:拍得好美~
569,0.4737150425347657,[good]//@桐庐发布: 15件事，感受秋日之美
570,0.5,15件事，感受秋日之美~
571,0.5,15件事，感受秋日之美
572,0.5,#杭州生活#这15件事，让你感受秋日之美，领略静谧之美！
573,0.5,【15件事，感受秋日之美】
574,0.5,#涨姿势#超实用英语短语合集，防止你英文退化！
575,0.5,早安[爱你]
576,0.5,#早安杭州#
577,0.5,加油[给力]
578,0.5,转发微博
579,0.42172147722901665,实干误国 炒房兴邦 好 鼓掌
580,0.44757496667959995,[话筒]//@余杭公安: #今日出行# //@平安杭州:【天气】
581,0.44757496667959995,[围观][围观]//@余杭公安: #今日出行# //@平安杭州:【天气】
582,0.5,【天气】
583,0.5,回复@sunshineJYZ:[太开心][太开心][太开心][太开心][转发][转发][转发][转发][转发]
584,0.4737150425347657,回复@古乐是只兽:[太开心][太开心][舔屏][舔屏][舔屏][舔屏]没问题  这手艺[污]
585,0.4737150425347657,@sunshineJYZ 不对，是第六幅图
586,0.4737150425347657,@sunshineJYZ [太开心]给我煎个第一个鸡蛋吧
587,0.4737150425347657,[ok]//@桐庐发布: 鸡蛋这样吃才创意→_→
588,0.4737150425347657,[ok]//@桐庐发布: 鸡蛋这样吃才创意→_→
589,0.4737150425347657,[微笑]//@桐庐发布: 鸡蛋这样吃才创意→_→
590,0.5,真好看
591,0.4737150425347657,不爱吃水煮蛋的可以结合这篇信息看看如何让鸡蛋吃的有味道~//@拱墅发布: 鸡蛋这样吃才创意→_→
592,0.5,鸡蛋这样吃才创意→_→
593,0.5,鸡蛋这样吃才创意→_→
594,0.4737150425347657,//@拱墅发布: 鸡蛋这样吃才创意→_→
595,0.5,回复@风木不二:蛮简单的嘛，酱汁调调好。
596,0.4737150425347657,#涨姿势# 鸡蛋这样吃才有创意！
597,0.5,[给力]
598,0.5,鸡蛋这样吃才创意→_→
599,0.4737150425347657,@推倒凯凯王  小时候夏天外婆经常做蒜泥鸡蛋，超好吃的
600,0.5,[舔屏]创意吃蛋，原来还有那么多做法啊！
601,0.5,回复@狮王_威廉:小布今天也没吃上[doge]
602,0.5,【鸡蛋这样吃才创意→_→】
603,0.5,鸡蛋这样吃才创意→_→[嘻嘻]
604,0.4737150425347657,#爱地铁 微分享#【鸡蛋这样吃才创意→_→】
605,0.4737150425347657,//@建德发布: 鸡蛋这样吃才创意→_→
606,0.5,收下啦[兔子][兔子][兔子]
607,0.4737150425347657,小布 对于一个没有吃早饭的人看到这个真的好么[doge]
608,0.4737150425347657,//@杭州发布: 【4招帮你缓解“秋乏”】#杭州生活#“秋乏”是一种自然现象，常让人有种疲倦感，这几个办法能帮你有效缓解秋乏哦☞
609,0.4737150425347657,//@杭州发布: 【4招帮你缓解“秋乏”】#杭州生活#“秋乏”是一种自然现象，常让人有种疲倦感，这几个办法能帮你有效缓解秋乏哦☞
610,0.5,#生活视窗#秋乏”难耐，这几个办法能帮你有效缓解秋乏哦！
611,0.4737150425347657,//@杭州发布: 【4招帮你缓解“秋乏”】#杭州生活#“秋乏”是一种自然现象，常让人有种疲倦感，这几个办法能帮你有效缓解秋乏哦☞
612,0.5,原来清晨的青山湖如此朦胧！
613,0.5,拍的真美丽
614,0.4737150425347657,//@临安发布: 原来清晨的青山湖如此朦胧！
615,0.4737150425347657,//@临安发布: 原来清晨的青山湖如此朦胧！
616,0.4737150425347657,//@临安发布: 原来清晨的青山湖如此朦胧！
617,0.4737150425347657,//@上城发布: 原来清晨的青山湖如此朦胧！
618,0.4737150425347657,//@临安发布: 原来清晨的青山湖如此朦胧！
619,0.4737150425347657,[good]//@上城发布: 原来清晨的青山湖如此朦胧！
620,0.4737150425347657,//@临安发布: 原来清晨的青山湖如此朦胧！
621,0.4737150425347657,//@杭州城投发布: 原来清晨的青山湖如此朦胧！
622,0.4737150425347657,好漂亮呀[心]//@上城发布: 原来清晨的青山湖如此朦胧！
